,,,,,,,,,Standard,,,,,,,,,,,,Expected,,,,,,-additional
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,-9999
1485,Saša Lukić,rs SRB,MF,Levante,es La Liga,20,1996,11.0,0,2,1,50.0,0.18,0.09,0.00,0.00,30.1,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,c6e8cf1f
1486,Senad Lulić,ba BIH,DFMF,Lazio,it Serie A,31,1986,27.0,3,16,7,43.8,0.59,0.26,0.13,0.29,20.8,0,1,1,2.0,1.2,0.08,+1.0,+0.8,Matches,7fd58fe3
1487,Levi Lumeka,eng ENG,FW,Crystal Palace,eng Premier League,18,1998,0.3,0,1,0,0.0,3.46,0.00,0.00,,11.7,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches,199ff86e
1488,Antonio Luna,es ESP,DF,Levante,es La Liga,26,1991,22.5,0,5,0,0.0,0.22,0.00,0.00,,19.7,1,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches,ed239245
1489,Arnaud Lusamba,cd COD,MF,Nice,fr Ligue 1,20,1997,1.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,54131505
1490,Fabian Lustenberger,ch SUI,MFDF,Hertha BSC,de Bundesliga,29,1988,17.6,0,3,0,0.0,0.17,0.00,0.00,,30.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,a63a995f
1491,Andreas Luthe,de GER,GK,Augsburg,de Bundesliga,30,1987,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,7fe12375
1492,Lyanco,br BRA,DF,Torino,it Serie A,20,1997,3.5,0,2,0,0.0,0.57,0.00,0.00,,27.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,b5bf1770
1493,Charalambos Lykogiannis,gr GRE,DF,Cagliari,it Serie A,23,1993,7.6,0,6,2,33.3,0.79,0.26,0.00,0.00,26.1,3,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches,5efc5389
1494,Cheikh M'Bengue,sn SEN,DF,Saint-Étienne,fr Ligue 1,29,1988,5.4,0,1,1,100.0,0.18,0.18,0.00,0.00,18.9,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,88fdac8b
1495,Raïs M'Bolhi,dz ALG,GK,Rennes,fr Ligue 1,31,1986,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,c121a641
1496,Yann M'Vila,fr FRA,MF,Saint-Étienne,fr Ligue 1,27,1990,16.4,0,4,0,0.0,0.24,0.00,0.00,,22.9,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches,d4133fa1
1497,Zinédine Machach,fr FRA,FWMF,Toulouse,fr Ligue 1,21,1996,2.1,1,4,1,25.0,1.87,0.47,0.25,1.00,17.2,0,0,0,0.2,0.2,0.05,+0.8,+0.8,Matches,31377e38
1498,Pablo Maffeo,es ESP,DF,Girona,es La Liga,20,1997,29.4,0,25,7,28.0,0.85,0.24,0.00,0.00,21.1,0,0,0,0.9,0.9,0.04,-0.9,-0.9,Matches,5db04597
1499,Christian Maggio,it ITA,DF,Napoli,it Serie A,35,1982,7.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,31d7f557
1500,Francesco Magnanelli,it ITA,MF,Sassuolo,it Serie A,32,1984,27.7,0,12,1,8.3,0.43,0.04,0.00,0.00,25.8,0,0,0,0.4,0.3,0.03,-0.4,-0.3,Matches,07767f42
1501,Harry Maguire,eng ENG,DF,Leicester City,eng Premier League,24,1993,38.0,2,30,8,26.7,0.79,0.21,0.07,0.25,12.3,0,0,0,2.8,2.8,0.09,-0.8,-0.8,Matches,d8931174
1502,Hicham Mahou,fr FRA,MFFW,Nice,fr Ligue 1,18,1999,0.6,0,1,0,0.0,1.64,0.00,0.00,,17.0,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches,f329ec76
1503,Riyad Mahrez,dz ALG,MFFW,Leicester City,eng Premier League,26,1991,32.8,12,73,36,49.3,2.23,1.10,0.16,0.33,19.5,8,0,0,6.5,6.5,0.09,+5.5,+5.5,Matches,892d5bb1
1504,Thiago Maia,br BRA,MFDF,Lille,fr Ligue 1,20,1997,27.4,0,15,2,13.3,0.55,0.07,0.00,0.00,26.5,0,0,0,0.6,0.6,0.04,-0.6,-0.6,Matches,91e58f66
1505,Arne Maier,de GER,MF,Hertha BSC,de Bundesliga,18,1999,13.6,0,13,1,7.7,0.96,0.07,0.00,0.00,26.3,0,0,0,1.0,1.0,0.08,-1.0,-1.0,Matches,ab700320
1506,Sebastian Maier,de GER,MF,Hannover 96,de Bundesliga,23,1993,2.9,0,5,2,40.0,1.70,0.68,0.00,0.00,30.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,e8385ec4
1507,Domenico Maietta,it ITA,DF,Bologna,it Serie A,34,1982,5.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,3d936ba9
1508,Habib Maïga,ci CIV,MFDF,Saint-Étienne,fr Ligue 1,21,1996,7.9,1,6,1,16.7,0.76,0.13,0.17,1.00,27.2,0,0,0,0.2,0.2,0.04,+0.8,+0.8,Matches,e768de1f
1509,Mike Maignan,fr FRA,GK,Lille,fr Ligue 1,22,1995,33.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,fcb38f57
1510,Linton Maina,de GER,MF,Hannover 96,de Bundesliga,18,1999,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,e5d85da8
1511,Ainsley Maitland-Niles,eng ENG,DFMF,Arsenal,eng Premier League,19,1997,10.2,0,5,0,0.0,0.49,0.00,0.00,,20.9,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches,e3a5814e
1512,Jean-Victor Makengo,fr FRA,FWMF,Nice,fr Ligue 1,19,1998,2.7,0,1,1,100.0,0.37,0.37,0.00,0.00,8.4,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches,22bfb57e
1513,Nemanja Maksimović,rs SRB,MF,Valencia,es La Liga,22,1995,6.2,0,7,2,28.6,1.13,0.32,0.00,0.00,15.6,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches,00b28772
1514,Nikola Maksimović,rs SRB,DF,Napoli,it Serie A,25,1991,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,16b9d5cf
1515,Malcom,br BRA,FW,Bordeaux,fr Ligue 1,20,1997,31.7,12,72,28,38.9,2.27,0.88,0.14,0.36,22.8,15,2,3,8.4,5.9,0.08,+3.6,+4.1,Matches,6853490f
1516,Kévin Malcuit,ma MAR,DF,Lille,fr Ligue 1,26,1991,20.2,0,10,3,30.0,0.50,0.15,0.00,0.00,22.7,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches,d6a889ea
1517,Yunus Mallı,tr TUR,FWMF,Wolfsburg,de Bundesliga,25,1992,24.9,5,54,17,31.5,2.17,0.68,0.09,0.29,20.5,3,0,0,4.6,4.6,0.08,+0.4,+0.4,Matches,f3722c97
1518,Hugo Mallo,es ESP,DF,Celta Vigo,es La Liga,26,1991,33.3,0,23,8,34.8,0.69,0.24,0.00,0.00,22.9,1,0,0,1.6,1.6,0.07,-1.6,-1.6,Matches,cb574619
1519,Scott Malone,eng ENG,DF,Huddersfield,eng Premier League,26,1991,12.4,0,8,2,25.0,0.64,0.16,0.00,0.00,20.8,0,0,0,0.5,0.5,0.07,-0.5,-0.5,Matches,f15a50e8
1520,Vincent Manceau,fr FRA,DF,Angers,fr Ligue 1,28,1989,33.0,0,16,3,18.8,0.48,0.09,0.00,0.00,23.5,0,0,0,0.6,0.6,0.04,-0.6,-0.6,Matches,c26a3918
1521,Gianluca Mancini,it ITA,DF,Atalanta,it Serie A,21,1996,7.6,1,4,1,25.0,0.53,0.13,0.25,1.00,8.7,0,0,0,0.9,0.9,0.24,+0.1,+0.1,Matches,5aa53281
1522,Steve Mandanda,fr FRA,GK,Marseille,fr Ligue 1,32,1985,30.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,1d2d5cc8
1523,Aïssa Mandi,dz ALG,DF,Betis,es La Liga,25,1991,33.6,1,14,2,14.3,0.42,0.06,0.07,0.50,11.0,0,0,0,3.3,3.3,0.23,-2.3,-2.3,Matches,fbd6378b
1524,Georges Mandjeck,cm CMR,MFDF,Metz,fr Ligue 1,28,1988,10.8,0,9,2,22.2,0.84,0.19,0.00,0.00,20.6,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches,de343d38
1525,Rolando Mandragora,it ITA,MF,Crotone,it Serie A,20,1997,36.0,2,34,9,26.5,0.94,0.25,0.06,0.22,26.1,1,0,0,1.9,1.9,0.06,+0.1,+0.1,Matches,c7259b83
1526,Mario Mandžukić,hr CRO,FW,Juventus,it Serie A,31,1986,25.8,5,50,20,40.0,1.94,0.77,0.10,0.25,12.9,0,0,0,5.8,5.8,0.12,-0.8,-0.8,Matches,afa0d4e0
1527,Sadio Mané,sn SEN,FW,Liverpool,eng Premier League,25,1992,24.3,10,70,26,37.1,2.88,1.07,0.14,0.38,15.4,0,0,0,10.6,10.6,0.15,-0.6,-0.6,Matches,c691bfe2
1528,Eliaquim Mangala,fr FRA,DF,Manchester City,eng Premier League,26,1991,5.4,0,1,0,0.0,0.18,0.00,0.00,,11.2,0,0,0,0.1,0.1,0.14,-0.1,-0.1,Matches,f520049f
1529,Eliaquim Mangala,fr FRA,DF,Everton,eng Premier League,26,1991,1.5,0,1,0,0.0,0.67,0.00,0.00,,14.9,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches,f520049f
1530,Orel Mangala,be BEL,MF,Stuttgart,de Bundesliga,19,1998,8.7,0,10,3,30.0,1.16,0.35,0.00,0.00,28.6,0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches,a572e291
1531,Kader Mangane,sn SEN,DF,Strasbourg,fr Ligue 1,34,1983,19.1,1,14,3,21.4,0.73,0.16,0.07,0.33,10.7,0,0,0,1.9,1.9,0.14,-0.9,-0.9,Matches,dbb10755
1532,Thomas Mangani,fr FRA,MF,Angers,fr Ligue 1,30,1987,33.6,2,36,9,25.0,1.07,0.27,0.03,0.11,22.5,10,1,1,3.6,2.8,0.08,-1.6,-1.8,Matches,c801616a
1533,Kostas Manolas,gr GRE,DF,Roma,it Serie A,26,1991,26.0,2,10,3,30.0,0.38,0.12,0.20,0.67,10.7,0,0,0,1.4,1.4,0.14,+0.6,+0.6,Matches,c707411f
1534,Javier Manquillo,es ESP,DF,Newcastle Utd,eng Premier League,23,1994,19.5,0,2,0,0.0,0.10,0.00,0.00,,11.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,758dd7f0
1535,Martín Mantovani,ar ARG,DF,Leganés,es La Liga,33,1984,11.4,1,5,1,20.0,0.44,0.09,0.20,1.00,8.7,0,0,0,0.8,0.8,0.16,+0.2,+0.2,Matches,4ffb647d
1536,José Manuel Jurado,es ESP,MFFW,Espanyol,es La Liga,31,1986,16.7,0,13,2,15.4,0.78,0.12,0.00,0.00,20.7,2,0,0,1.1,1.1,0.08,-1.1,-1.1,Matches,71d4e271
1537,Harrison Manzala,cd COD,FWMF,Amiens,fr Ligue 1,23,1994,20.7,4,31,10,32.3,1.49,0.48,0.10,0.30,21.3,0,1,1,2.7,1.9,0.06,+1.3,+1.1,Matches,392d98fc
1538,Myziane Maolida,fr FRA,FWMF,Lyon,fr Ligue 1,18,1999,3.7,1,10,5,50.0,2.72,1.36,0.10,0.20,19.9,0,0,0,0.8,0.8,0.08,+0.2,+0.2,Matches,706a60e1
1539,Faitout Maouassa,fr FRA,MFFW,Rennes,fr Ligue 1,19,1998,9.9,0,15,4,26.7,1.52,0.41,0.00,0.00,25.2,1,0,0,0.5,0.5,0.04,-0.5,-0.5,Matches,e54a9890
1540,Fernando Marçal,br BRA,DF,Lyon,fr Ligue 1,28,1989,14.4,0,2,1,50.0,0.14,0.07,0.00,0.00,24.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,9ae9eaea
1541,Vincent Marcel,fr FRA,MFFW,Nice,fr Ligue 1,20,1997,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,51fa3fed
1542,Marcelo,br BRA,DF,Real Madrid,es La Liga,29,1988,25.1,2,33,9,27.3,1.31,0.36,0.06,0.22,20.0,0,0,0,1.3,1.3,0.04,+0.7,+0.7,Matches,603116a7
1543,Marcelo,br BRA,DF,Lyon,fr Ligue 1,30,1987,34.5,3,22,9,40.9,0.64,0.26,0.14,0.33,9.4,0,0,0,2.5,2.5,0.12,+0.5,+0.5,Matches,e3d0b0c4
1544,Solly March,eng ENG,MFFW,Brighton,eng Premier League,23,1994,20.6,1,28,9,32.1,1.36,0.44,0.04,0.11,23.8,1,0,0,1.5,1.5,0.05,-0.5,-0.5,Matches,bb5fbd2b
1545,Gabriele Marchegiani,it ITA,GK,SPAL,it Serie A,21,1996,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,8cf63012
1546,Claudio Marchisio,it ITA,MF,Juventus,it Serie A,31,1986,9.1,0,12,4,33.3,1.32,0.44,0.00,0.00,28.2,0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches,e304acd5
1547,Gian Marco Ferrari,it ITA,DF,Sampdoria,it Serie A,25,1992,29.4,2,9,5,55.6,0.31,0.17,0.22,0.40,9.2,0,0,0,1.3,1.3,0.14,+0.7,+0.7,Matches,8650af85
1548,Óscar de Marcos,es ESP,DFFW,Athletic Club,es La Liga,28,1989,18.4,1,13,6,46.2,0.71,0.33,0.08,0.17,16.8,0,0,0,2.2,2.2,0.17,-1.2,-1.2,Matches,9f323c71
1549,José María Giménez,uy URU,DF,Atlético Madrid,es La Liga,22,1995,18.8,1,12,2,16.7,0.64,0.11,0.08,0.50,12.2,0,0,0,1.2,1.2,0.10,-0.2,-0.2,Matches,f0da930c
1550,Mariano,do DOM,FW,Lyon,fr Ligue 1,23,1993,27.9,18,97,40,41.2,3.48,1.44,0.18,0.43,18.1,8,1,1,12.6,11.8,0.12,+5.4,+5.2,Matches,5c4dc0ff
1551,Adrian Mariappa,jm JAM,DF,Watford,eng Premier League,30,1986,24.6,0,10,2,20.0,0.41,0.08,0.00,0.00,13.2,0,0,0,0.7,0.7,0.07,-0.7,-0.7,Matches,8aa5f52c
1552,Jordan Marié,fr FRA,MF,Dijon,fr Ligue 1,25,1991,20.9,1,21,2,9.5,1.00,0.10,0.05,0.50,25.6,0,0,0,1.5,1.5,0.07,-0.5,-0.5,Matches,0d2158d5
1553,Adrián Marín,es ESP,DF,Villarreal,es La Liga,20,1997,2.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,b7f2edff
1554,João Mário,pt POR,MF,West Ham,eng Premier League,24,1993,11.4,2,16,4,25.0,1.41,0.35,0.13,0.50,17.9,1,0,0,1.7,1.7,0.10,+0.3,+0.3,Matches,f0021247
1555,João Mário,pt POR,MFFW,Inter,it Serie A,24,1993,6.2,0,12,3,25.0,1.95,0.49,0.00,0.00,19.3,1,0,0,1.3,1.3,0.11,-1.3,-1.3,Matches,f0021247
1556,Guillermo Maripán,cl CHI,DF,Alavés,es La Liga,23,1994,17.0,0,4,1,25.0,0.24,0.06,0.00,0.00,8.9,0,0,0,0.5,0.5,0.13,-0.5,-0.5,Matches,d9764034
1557,Marlon,br BRA,DF,Nice,fr Ligue 1,21,1995,21.4,0,6,0,0.0,0.28,0.00,0.00,,11.8,0,0,0,0.7,0.7,0.12,-0.7,-0.7,Matches,cdf65d12
1558,Dominic Maroh,si SVN,DF,Köln,de Bundesliga,30,1987,10.2,0,4,1,25.0,0.39,0.10,0.00,0.00,18.4,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches,3f30b506
1559,Marquinhos,br BRA,DF,Paris S-G,fr Ligue 1,23,1994,25.1,0,15,0,0.0,0.60,0.00,0.00,,12.0,0,0,0,1.3,1.3,0.09,-1.3,-1.3,Matches,d5f2f82b
1560,Bruno Martella,it ITA,DF,Crotone,it Serie A,24,1992,29.1,1,24,6,25.0,0.83,0.21,0.04,0.17,28.2,0,0,0,1.1,1.1,0.05,-0.1,-0.1,Matches,1e12c53b
1561,Roger Martí,es ESP,FW,Levante,es La Liga,26,1991,10.7,3,26,7,26.9,2.43,0.65,0.08,0.29,16.2,0,1,1,4.5,3.7,0.14,-1.5,-1.7,Matches,0ae4e09a
1562,Anthony Martial,fr FRA,FW,Manchester Utd,eng Premier League,21,1995,17.6,9,48,15,31.3,2.73,0.85,0.17,0.53,17.3,0,1,1,6.3,5.5,0.12,+2.7,+2.5,Matches,8b788c01
1563,Aarón Martín,es ESP,DF,Espanyol,es La Liga,20,1997,31.3,0,5,2,40.0,0.16,0.06,0.00,0.00,25.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,2f3e911a
1564,Jonas Martin,fr FRA,MF,Strasbourg,fr Ligue 1,27,1990,33.6,4,24,8,33.3,0.71,0.24,0.04,0.13,23.6,1,3,3,3.8,1.4,0.06,+0.2,-0.4,Matches,468fdbad
1565,Cuco Martina,cw CUW,DF,Everton,eng Premier League,27,1989,20.3,0,2,1,50.0,0.10,0.05,0.00,0.00,17.8,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,22551915
1566,Carlos Martínez,es ESP,DF,Real Sociedad,es La Liga,31,1986,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,d9b0cc38
1567,Emiliano Martínez,ar ARG,GK,Getafe,es La Liga,24,1992,5.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,7956236f
1568,Iñigo Martínez,es ESP,DF,Athletic Club,es La Liga,26,1991,16.0,0,8,2,25.0,0.50,0.12,0.00,0.00,11.1,0,0,0,0.6,0.6,0.08,-0.6,-0.6,Matches,3fc45c73
1569,Iñigo Martínez,es ESP,DF,Real Sociedad,es La Liga,26,1991,11.7,1,11,3,27.3,0.94,0.26,0.09,0.33,16.4,1,0,0,1.0,1.0,0.09,0.0,0.0,Matches,3fc45c73
1570,Javi Martínez,es ESP,MFDF,Bayern Munich,de Bundesliga,28,1988,17.9,1,23,3,13.0,1.29,0.17,0.04,0.33,15.5,0,0,0,1.7,1.7,0.07,-0.7,-0.7,Matches,7f97771d
1571,Pablo Martinez,fr FRA,DF,Strasbourg,fr Ligue 1,28,1989,23.5,0,15,5,33.3,0.64,0.21,0.00,0.00,14.9,0,0,0,1.0,1.0,0.07,-1.0,-1.0,Matches,1ad8cb67
1572,Roger Martínez,co COL,FW,Villarreal,es La Liga,23,1994,2.6,1,11,3,27.3,4.30,1.17,0.09,0.33,18.0,0,0,0,0.7,0.7,0.06,+0.3,+0.3,Matches,6f0d613a
1573,Christopher Martins,lu LUX,MF,Lyon,fr Ligue 1,20,1997,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,0e96a5e1
1574,Bruno Martins Indi,nl NED,DF,Stoke City,eng Premier League,25,1992,13.8,0,4,0,0.0,0.29,0.00,0.00,,11.2,0,0,0,1.0,1.0,0.25,-1.0,-1.0,Matches,7bc34048
1575,Jonathan Martins Pereira,fr FRA,DF,Guingamp,fr Ligue 1,31,1986,12.6,0,6,3,50.0,0.48,0.24,0.00,0.00,20.2,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches,b51242ef
1576,Adam Marušić,me MNE,DF,Lazio,it Serie A,24,1992,28.0,3,39,15,38.5,1.39,0.54,0.08,0.20,17.8,0,0,0,3.1,3.1,0.08,-0.1,-0.1,Matches,d4535821
1577,Omar Mascarell,es ESP,MF,Eint Frankfurt,de Bundesliga,24,1993,8.6,1,4,2,50.0,0.47,0.23,0.25,0.50,21.3,0,0,0,0.4,0.4,0.09,+0.6,+0.6,Matches,11fd2b75
1578,Javier Mascherano,ar ARG,DF,Barcelona,es La Liga,33,1984,6.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,5070881b
1579,Andrea Masiello,it ITA,DF,Atalanta,it Serie A,31,1986,30.1,4,22,7,31.8,0.73,0.23,0.18,0.57,11.3,0,0,0,2.9,2.9,0.13,+1.1,+1.1,Matches,e0314d87
1580,Adam Masina,ma MAR,DF,Bologna,it Serie A,23,1994,31.4,0,17,3,17.6,0.54,0.10,0.00,0.00,16.9,0,0,0,1.9,1.9,0.11,-1.9,-1.9,Matches,de0f152c
1581,Eden Massouema,cg CGO,MFFW,Dijon,fr Ligue 1,20,1997,2.1,0,1,0,0.0,0.48,0.00,0.00,,28.2,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,639b42f5
1582,Arthur Masuaku,cd COD,DF,West Ham,eng Premier League,23,1993,20.8,0,9,3,33.3,0.43,0.14,0.00,0.00,27.4,0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches,57df7a11
1583,Juan Mata,es ESP,FW,Manchester Utd,eng Premier League,29,1988,21.4,3,28,10,35.7,1.31,0.47,0.11,0.30,17.6,4,0,0,3.7,3.7,0.13,-0.7,-0.7,Matches,29733c72
1584,Christian Mathenia,de GER,GK,Hamburger SV,de Bundesliga,25,1992,24.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,4a15e95b
1585,Nemanja Matić,rs SRB,MF,Manchester Utd,eng Premier League,28,1988,34.6,1,18,2,11.1,0.52,0.06,0.06,0.50,27.0,0,0,0,0.7,0.7,0.04,+0.3,+0.3,Matches,eb7822d7
1586,Joël Matip,cm CMR,DF,Liverpool,eng Premier League,25,1991,22.2,1,11,2,18.2,0.50,0.09,0.09,0.50,11.0,0,0,0,1.9,1.9,0.17,-0.9,-0.9,Matches,b217ef29
1587,Ryder Matos,br BRA,MF,Udinese,it Serie A,24,1993,1.9,0,1,0,0.0,0.53,0.00,0.00,,10.4,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches,7280b54f
1588,Ryder Matos,br BRA,FWMF,Hellas Verona,it Serie A,24,1993,10.9,0,16,4,25.0,1.47,0.37,0.00,0.00,19.1,0,0,0,0.7,0.7,0.05,-0.7,-0.7,Matches,7280b54f
1589,Alessandro Matri,it ITA,FW,Sassuolo,it Serie A,32,1984,10.2,3,29,10,34.5,2.86,0.98,0.07,0.20,13.8,0,1,3,7.0,4.6,0.16,-4.0,-2.6,Matches,58d97e77
1590,Ville Matti Steinmann,de GER,MF,Hamburger SV,de Bundesliga,22,1995,6.6,0,3,1,33.3,0.45,0.15,0.00,0.00,13.2,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches,ee57792b
1591,Federico Mattiello,it ITA,DF,SPAL,it Serie A,22,1995,24.5,0,16,4,25.0,0.65,0.16,0.00,0.00,17.5,0,0,0,0.7,0.7,0.04,-0.7,-0.7,Matches,fba81826
1592,Blaise Matuidi,fr FRA,MF,Juventus,it Serie A,30,1987,26.2,3,24,7,29.2,0.92,0.27,0.13,0.43,16.3,0,0,0,2.4,2.4,0.10,+0.6,+0.6,Matches,c0cddebe
1593,Blaise Matuidi,fr FRA,MF,Paris S-G,fr Ligue 1,30,1987,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,c0cddebe
1594,José Mauri,it ITA,MF,Milan,it Serie A,21,1996,0.1,0,1,1,100.0,6.92,6.92,0.00,0.00,16.9,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches,644faf10
1595,Maurício,br BRA,DF,Lazio,it Serie A,28,1988,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,d5bd1abc
1596,Mërgim Mavraj,al ALB,DF,Hamburger SV,de Bundesliga,31,1986,16.1,0,5,1,20.0,0.31,0.06,0.00,0.00,10.4,0,0,0,0.4,0.4,0.08,-0.4,-0.4,Matches,0eb5720b
1597,Konstantinos Mavropanos,gr GRE,DF,Arsenal,eng Premier League,19,1997,2.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,00963611
1598,Alfie Mawson,eng ENG,DF,Swansea City,eng Premier League,23,1994,38.0,2,20,5,25.0,0.53,0.13,0.10,0.40,12.5,0,0,0,1.9,1.9,0.09,+0.1,+0.1,Matches,d368feb8
1599,Philipp Max,de GER,DF,Augsburg,de Bundesliga,23,1993,32.9,2,18,7,38.9,0.55,0.21,0.11,0.29,22.7,4,0,0,0.8,0.8,0.05,+1.2,+1.2,Matches,826e8b63
1600,Alexandru Maxim,ro ROU,MF,Mainz 05,de Bundesliga,27,1990,10.6,2,27,5,18.5,2.54,0.47,0.07,0.40,24.1,1,0,0,1.5,1.5,0.05,+0.5,+0.5,Matches,61fc9685
1601,Eric Maxim Choupo-Moting,cm CMR,FWMF,Stoke City,eng Premier League,28,1989,25.7,5,60,18,30.0,2.33,0.70,0.08,0.28,16.3,0,0,0,5.9,5.9,0.10,-0.9,-0.9,Matches,0e6bc38c
1602,Florian Mayer,de GER,DF,M'Gladbach,de Bundesliga,19,1998,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,45870256
1603,Borja Mayoral,es ESP,FWMF,Real Madrid,es La Liga,20,1997,3.8,3,15,10,66.7,3.91,2.61,0.20,0.30,10.9,0,0,0,3.1,3.1,0.21,-0.1,-0.1,Matches,64e8ed6d
1604,Róbert Mazáň,sk SVK,DF,Celta Vigo,es La Liga,23,1994,0.9,0,2,1,50.0,2.22,1.11,0.00,0.00,17.9,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches,30672832
1605,Luca Mazzitelli,it ITA,MF,Sassuolo,it Serie A,21,1995,11.3,0,17,4,23.5,1.50,0.35,0.00,0.00,21.0,0,0,0,1.2,1.2,0.07,-1.2,-1.2,Matches,dc61b402
1606,Kylian Mbappé,fr FRA,FW,Paris S-G,fr Ligue 1,18,1998,23.3,13,78,32,41.0,3.35,1.38,0.17,0.41,13.5,0,0,0,14.0,14.0,0.18,-1.0,-1.0,Matches,42fd9c7f
1607,Kylian Mbappé,fr FRA,FWMF,Monaco,fr Ligue 1,18,1998,0.8,0,3,2,66.7,3.65,2.43,0.00,0.00,13.7,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches,42fd9c7f
1608,Ibrahima Mbaye,sn SEN,DF,Bologna,it Serie A,22,1994,19.6,1,7,4,57.1,0.36,0.20,0.14,0.25,12.5,0,0,0,1.0,1.0,0.15,0.0,0.0,Matches,cfbf9881
1609,Chancel Mbemba,cd COD,DF,Newcastle Utd,eng Premier League,22,1994,7.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,e76cb9cc
1610,Adama Mbengue,sn SEN,DF,Caen,fr Ligue 1,23,1993,17.7,0,14,1,7.1,0.79,0.06,0.00,0.00,27.7,0,0,0,0.4,0.4,0.03,-0.4,-0.4,Matches,b931d9d1
1611,Isaac Mbenza,be BEL,FWMF,Montpellier,fr Ligue 1,21,1996,23.3,8,55,21,38.2,2.36,0.90,0.15,0.38,20.0,5,0,0,7.0,7.0,0.13,+1.0,+1.0,Matches,aa1a8c7e
