,,,,,,,,,Performance,,,,,,,,,,,,,Aerial Duels,,,,-additional
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches,-9999
1696,Jefferson Montero,ec ECU,MFFW,Getafe,es La Liga,27,1989,0.6,0,0,0,2,0,0,9,0,1,0,0,0,3,2,1,66.7,Matches,fa6561bf
1697,Riccardo Montolivo,it ITA,MF,Milan,it Serie A,32,1985,12.1,3,1,0,15,11,0,3,19,21,0,0,0,76,9,9,50.0,Matches,b746d309
1698,Martín Montoya,es ESP,DF,Valencia,es La Liga,26,1991,23.9,7,0,0,38,28,1,51,53,48,0,2,0,98,33,25,56.9,Matches,5cec2487
1699,Walter Montoya,ar ARG,FW,Sevilla,es La Liga,24,1993,0.8,0,0,0,2,2,1,0,0,1,0,0,0,5,1,0,100.0,Matches,39e9c09a
1700,Shaquell Moore,us USA,DF,Levante,es La Liga,20,1996,4.7,0,0,0,8,3,0,11,13,6,0,0,0,25,2,1,66.7,Matches,3b9f859b
1701,Aaron Mooy,au AUS,MF,Huddersfield,eng Premier League,26,1990,34.1,4,0,0,26,16,2,185,38,60,0,0,0,266,32,38,45.7,Matches,47b7e3af
1702,Emre Mor,tr TUR,FWMF,Celta Vigo,es La Liga,20,1997,7.4,4,0,0,10,22,2,41,4,7,0,0,0,44,1,3,25.0,Matches,0c3f7197
1703,Luca Mora,it ITA,MF,SPAL,it Serie A,29,1988,10.4,5,0,0,21,22,1,25,4,17,1,0,0,42,34,24,58.6,Matches,42fff925
1704,Sergio Mora,es ESP,MF,Getafe,es La Liga,37,1979,9.0,5,0,0,15,6,0,4,15,15,0,0,0,55,12,15,44.4,Matches,f0a31c00
1705,Erik Morán,es ESP,MF,Leganés,es La Liga,26,1991,2.5,2,0,0,3,0,0,2,4,2,0,1,0,16,1,0,100.0,Matches,6941883f
1706,Álvaro Morata,es ESP,FW,Chelsea,eng Premier League,24,1992,22.9,7,0,0,41,44,29,19,6,8,0,0,0,58,54,58,48.2,Matches,129af0db
1707,Jan Morávek,cz CZE,MF,Augsburg,de Bundesliga,27,1989,7.8,5,1,1,26,2,0,2,11,37,0,0,0,38,16,14,53.3,Matches,e7d22eae
1708,Jérémy Morel,mg MAD,DF,Lyon,fr Ligue 1,33,1984,32.4,4,0,0,26,23,1,0,46,27,0,2,1,179,55,33,62.5,Matches,e97150c0
1709,Alberto Moreno,es ESP,DF,Liverpool,eng Premier League,25,1992,14.1,1,0,0,8,19,0,51,12,26,0,0,0,69,9,17,34.6,Matches,11b9265b
1710,Gerard Moreno,es ESP,FW,Espanyol,es La Liga,25,1992,37.9,4,0,0,56,78,36,39,19,28,1,0,0,146,132,162,44.9,Matches,81f0781e
1711,Héctor Moreno,mx MEX,DF,Roma,it Serie A,29,1988,2.6,0,0,0,1,5,0,1,3,2,0,0,0,13,1,5,16.7,Matches,5d311e8d
1712,Héctor Moreno,mx MEX,DF,Real Sociedad,es La Liga,29,1988,8.0,1,0,0,9,13,1,0,10,3,0,0,0,56,24,9,72.7,Matches,5d311e8d
1713,Marlos Moreno,co COL,MFDF,Girona,es La Liga,20,1996,0.3,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0.0,Matches,8499c713
1714,Emiliano Moretti,it ITA,DF,Torino,it Serie A,36,1981,19.8,6,0,0,17,16,0,0,21,18,0,0,0,130,45,27,62.5,Matches,55667895
1715,Wes Morgan,jm JAM,DF,Leicester City,eng Premier League,33,1984,31.3,4,0,0,31,12,1,0,31,25,0,0,0,99,91,57,61.5,Matches,80c31c97
1716,Loren Morón,es ESP,FW,Betis,es La Liga,23,1993,11.8,3,0,0,26,28,5,4,1,8,0,0,0,28,13,31,29.5,Matches,3aa4a3be
1717,James Morrison,sct SCO,MF,West Brom,eng Premier League,31,1986,2.3,0,0,0,0,1,0,2,1,1,0,0,0,11,0,2,0.0,Matches,21a66e33
1718,Victor Moses,ng NGA,DFMF,Chelsea,eng Premier League,26,1990,23.4,3,0,0,23,27,9,90,15,29,1,0,0,143,28,41,40.6,Matches,e726e11e
1719,Pedro Mosquera,es ESP,MF,La Coruña,es La Liga,29,1988,15.5,7,0,0,32,12,0,11,23,31,0,1,0,114,23,34,40.4,Matches,c5fa58ea
1720,Lebo Mothiba,za RSA,FW,Lille,fr Ligue 1,21,1996,13.2,1,0,0,22,18,9,2,2,5,0,0,0,18,20,37,35.1,Matches,3eaf8817
1721,Thiago Motta,it ITA,MF,Paris S-G,fr Ligue 1,34,1982,12.8,3,1,0,27,14,1,0,21,21,0,1,0,61,23,28,45.1,Matches,57ef0d97
1722,François Moubandje,ch SUI,DF,Toulouse,fr Ligue 1,27,1990,18.9,6,1,1,22,15,1,38,27,15,0,0,0,104,44,18,71.0,Matches,6ca88b2a
1723,Jessy Moulin,fr FRA,GK,Saint-Étienne,fr Ligue 1,31,1986,3.4,1,0,0,1,2,0,0,0,0,0,1,0,1,2,0,100.0,Matches,28a65a2c
1724,Steve Mounié,bj BEN,FW,Huddersfield,eng Premier League,22,1994,20.6,2,0,0,28,16,23,9,7,8,0,0,0,63,143,131,52.2,Matches,19ba6c6d
1725,Lucas Moura,br BRA,FWMF,Tottenham,eng Premier League,24,1992,2.3,0,0,0,4,7,0,1,2,2,0,0,0,12,4,1,80.0,Matches,2b622f01
1726,Lucas Moura,br BRA,FW,Paris S-G,fr Ligue 1,24,1992,0.8,1,0,0,5,2,1,3,0,1,0,0,0,1,1,1,50.0,Matches,2b622f01
1727,Lys Mousset,fr FRA,FWMF,Bournemouth,eng Premier League,21,1996,6.6,1,0,0,11,10,0,9,3,5,0,0,0,24,8,22,26.7,Matches,d9cfca3d
1728,João Moutinho,pt POR,MF,Monaco,fr Ligue 1,30,1986,31.1,6,0,0,40,27,1,110,36,41,0,0,0,206,25,24,51.0,Matches,f5a00fa4
1729,Samuel Moutoussamy,cd COD,MF,Nantes,fr Ligue 1,20,1996,4.8,0,0,0,5,2,0,3,3,7,0,0,0,20,6,3,66.7,Matches,af0c835b
1730,Toni Moya,es ESP,MF,Atlético Madrid,es La Liga,19,1998,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches,9e098912
1731,Ndombe Mubele,cd COD,FWMF,Toulouse,fr Ligue 1,23,1994,4.1,0,0,0,6,9,0,21,9,4,0,0,0,27,3,7,30.0,Matches,176674ab
1732,Ndombe Mubele,cd COD,FWMF,Rennes,fr Ligue 1,23,1994,13.6,1,0,0,15,42,5,22,3,8,1,0,0,46,7,13,35.0,Matches,176674ab
1733,Nordi Mukiele,fr FRA,DF,Montpellier,fr Ligue 1,19,1997,31.0,5,0,0,34,65,1,111,73,55,0,0,0,245,71,34,67.6,Matches,ac73ec79
1734,Álex Mula,es ESP,FWMF,Málaga,es La Liga,21,1996,6.2,1,0,0,6,4,2,25,6,3,0,0,0,41,3,10,23.1,Matches,bd207a4d
1735,Florian Müller,de GER,GK,Mainz 05,de Bundesliga,19,1997,5.0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,100.0,Matches,cbac6ec9
1736,Nicolai Müller,de GER,DFMF,Hamburger SV,de Bundesliga,29,1987,1.1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0.0,Matches,5e1df051
1737,Thomas Müller,de GER,MFFW,Bayern Munich,de Bundesliga,27,1989,22.3,4,0,0,21,14,10,79,7,30,0,0,0,52,33,47,41.3,Matches,3c6089ab
1738,Iker Muniain,es ESP,MFFW,Athletic Club,es La Liga,24,1992,8.7,1,0,0,5,29,1,15,4,8,1,0,0,45,2,3,40.0,Matches,c05dfb74
1739,Marc Muniesa,es ESP,DF,Girona,es La Liga,25,1992,12.5,3,0,0,12,9,0,1,33,18,0,0,0,69,24,19,55.8,Matches,4db76f57
1740,Ezequiel Muñoz,ar ARG,DF,Leganés,es La Liga,26,1990,15.6,2,0,0,18,6,2,1,24,28,0,0,0,79,36,23,61.0,Matches,e4b8c5b6
1741,Sulley Muntari,gh GHA,MF,La Coruña,es La Liga,32,1984,4.5,3,0,0,11,7,0,6,11,7,0,0,0,13,11,9,55.0,Matches,e185aa52
1742,Alessandro Murgia,it ITA,MF,Lazio,it Serie A,20,1996,8.6,3,1,0,18,24,1,7,17,12,0,0,0,40,4,15,21.1,Matches,fb2c533b
1743,Luis Muriel,co COL,FW,Sevilla,es La Liga,26,1991,17.9,4,0,0,26,13,31,18,3,9,0,1,0,42,26,49,34.7,Matches,eb2fe5b6
1744,Jeison Murillo,co COL,DF,Valencia,es La Liga,25,1992,15.3,4,0,0,16,15,2,0,29,24,0,1,0,85,45,22,67.2,Matches,b233e8e4
1745,Jacob Murphy,eng ENG,MFFW,Newcastle Utd,eng Premier League,22,1995,12.8,0,0,0,8,9,0,40,6,10,0,0,0,82,7,24,22.6,Matches,de112b84
1746,Jamie Murphy,sct SCO,MF,Brighton,eng Premier League,27,1989,1.9,0,0,0,1,5,1,2,1,2,0,0,0,6,0,2,0.0,Matches,6c96b263
1747,Glenn Murray,eng ENG,FW,Brighton,eng Premier League,33,1983,24.4,9,0,0,60,50,35,9,5,12,3,0,0,69,115,143,44.6,Matches,f2f29dda
1748,Nicola Murru,it ITA,DF,Sampdoria,it Serie A,22,1994,16.1,4,0,0,23,13,0,53,17,31,0,1,0,90,14,13,51.9,Matches,d183e9d6
1749,Mateo Musacchio,ar ARG,DF,Milan,it Serie A,26,1990,13.4,2,0,0,10,3,2,1,12,15,0,0,0,62,13,26,33.3,Matches,91899ca8
1750,Charly Musonda Jr.,be BEL,FW,Chelsea,eng Premier League,20,1996,0.4,0,0,0,3,1,0,0,0,0,0,0,0,1,1,0,100.0,Matches,62a0089e
1751,Shkodran Mustafi,de GER,DF,Arsenal,eng Premier League,25,1992,25.3,6,0,0,26,12,2,12,57,46,0,0,0,158,121,73,62.4,Matches,3f2d59fe
1752,Yoshinori Mutō,jp JPN,FW,Mainz 05,de Bundesliga,25,1992,21.2,2,0,0,36,43,16,10,6,15,2,0,0,47,32,62,34.0,Matches,5343eb4e
1753,Fahad Al Muwallad,sa KSA,MF,Levante,es La Liga,22,1994,0.3,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,,Matches,23f32ea1
1754,Yvon Mvogo,ch SUI,GK,RB Leipzig,de Bundesliga,23,1994,1.0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,Matches,dc29b608
1755,Boaz Myhill,wls WAL,GK,West Brom,eng Premier League,34,1982,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,Matches,7ca2d989
1756,Alfred N'Diaye,sn SEN,DFMF,Villarreal,es La Liga,27,1990,1.1,0,0,0,2,0,0,0,3,1,0,0,0,10,3,1,75.0,Matches,7789bf63
1757,Kévin N'Doram,fr FRA,MFDF,Monaco,fr Ligue 1,21,1996,8.0,3,0,0,11,12,0,0,16,10,0,0,0,48,18,11,62.1,Matches,e50623a0
1758,Abdallah N'dour,sn SEN,DF,Strasbourg,fr Ligue 1,23,1993,2.8,2,1,0,4,6,0,13,2,5,0,0,0,18,1,2,33.3,Matches,4749367a
1759,Clinton N'Jie,cm CMR,FW,Marseille,fr Ligue 1,23,1993,9.7,2,0,0,18,2,12,13,3,6,0,0,0,22,7,23,23.3,Matches,77f278a0
1760,Georges-Kévin N'Koudou,cm CMR,MF,Tottenham,eng Premier League,22,1995,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Matches,76c131da
1761,Georges-Kévin N'Koudou,cm CMR,MFFW,Burnley,eng Premier League,22,1995,2.5,1,0,0,4,6,0,13,1,6,0,0,0,21,0,1,0.0,Matches,76c131da
1762,Stanley N'Soki,fr FRA,DF,Paris S-G,fr Ligue 1,18,1999,0.3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Matches,61590953
1763,Nacho,es ESP,DF,Real Madrid,es La Liga,27,1990,23.0,7,0,0,33,28,0,23,46,40,0,1,1,126,34,25,57.6,Matches,2946f9a1
1764,Yuto Nagatomo,jp JPN,DF,Inter,it Serie A,30,1986,8.8,1,0,0,9,10,0,10,10,6,0,0,0,49,11,11,50.0,Matches,4b6960d2
1765,Ádám Nagy,hu HUN,MF,Bologna,it Serie A,22,1995,7.9,1,0,0,9,6,0,5,7,9,0,0,0,33,8,8,50.0,Matches,788b31e2
1766,Matías Nahuel,es ESP,MFFW,Betis,es La Liga,20,1996,2.8,2,0,0,7,6,0,5,2,4,0,0,0,17,1,2,33.3,Matches,48e4c485
1767,Radja Nainggolan,be BEL,MF,Roma,it Serie A,29,1988,29.0,7,2,1,40,54,3,81,18,36,0,0,0,197,18,18,50.0,Matches,1f9328da
1768,Préjuce Nakoulma,bf BFA,FW,Nantes,fr Ligue 1,30,1987,12.8,4,0,0,34,26,11,5,5,8,0,0,0,44,17,42,28.8,Matches,8e87af42
1769,Naldo,br BRA,DF,Espanyol,es La Liga,28,1988,10.2,2,0,0,7,0,1,0,16,8,0,1,0,45,24,20,54.5,Matches,a2609621
1770,Naldo,br BRA,DF,Schalke 04,de Bundesliga,34,1982,34.0,5,0,0,34,18,1,0,55,36,0,2,0,180,159,40,79.9,Matches,03bd0bf4
1771,Andrea Nalini,it ITA,FWMF,Crotone,it Serie A,27,1990,18.2,2,0,0,47,30,20,47,15,32,2,0,0,88,52,77,40.3,Matches,65c75ea8
1772,Nani,pt POR,FWMF,Lazio,it Serie A,30,1986,4.3,2,0,0,8,8,0,15,2,6,1,0,0,20,8,13,38.1,Matches,15e9c7e6
1773,Nano,es ESP,FW,Levante,es La Liga,22,1995,3.1,2,0,0,8,4,5,0,0,6,0,0,0,14,3,7,30.0,Matches,217011a0
1774,Naranjo,es ESP,MFFW,Leganés,es La Liga,23,1994,6.2,2,0,0,12,3,2,15,3,10,0,0,0,24,7,9,43.8,Matches,2a70c756
1775,Luciano Narsingh,nl NED,FWMF,Swansea City,eng Premier League,26,1990,6.9,0,0,0,3,11,4,23,3,5,0,0,0,32,2,15,11.8,Matches,977ffc24
1776,Nikolas Nartey,dk DEN,MF,Köln,de Bundesliga,17,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches,30261ba1
1777,Juanjo Narváez,co COL,MF,Betis,es La Liga,22,1995,3.4,0,0,0,4,16,0,6,8,6,0,0,0,27,2,5,28.6,Matches,485e4939
1778,Matija Nastasić,rs SRB,DF,Schalke 04,de Bundesliga,24,1993,22.1,6,1,1,36,6,1,1,36,38,0,1,0,101,43,27,61.4,Matches,f35430a4
1779,Nathan,br BRA,MF,Amiens,fr Ligue 1,21,1996,0.1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,Matches,fa00f0c9
1780,Kyle Naughton,eng ENG,DF,Swansea City,eng Premier League,28,1988,33.7,1,0,0,31,24,0,62,60,60,0,0,1,198,68,67,50.4,Matches,e860c42f
1781,Fernando Navarro,es ESP,DF,La Coruña,es La Liga,35,1982,11.6,5,0,0,19,12,0,12,29,22,0,0,0,52,18,12,60.0,Matches,5a3f6fae
1782,Marc Navarro,es ESP,DF,Espanyol,es La Liga,22,1995,12.3,3,0,0,12,8,0,61,22,13,0,1,0,59,11,21,34.4,Matches,c2846353
1783,Rafa Navarro,es ESP,DF,Betis,es La Liga,23,1994,1.5,0,0,0,2,3,0,2,1,2,0,0,0,6,1,3,25.0,Matches,83627094
1784,Ximo Navarro,es ESP,DF,Las Palmas,es La Liga,27,1990,29.0,12,0,0,28,51,0,11,66,43,0,1,1,203,29,30,49.2,Matches,8db394aa
1785,Jesús Navas,es ESP,FWDF,Sevilla,es La Liga,31,1985,19.6,2,0,0,16,24,8,94,19,25,0,1,0,106,11,24,31.4,Matches,3f10bd22
1786,Keylor Navas,cr CRC,GK,Real Madrid,es La Liga,30,1986,27.0,1,0,0,1,3,0,0,3,1,0,1,0,44,4,0,100.0,Matches,ecada4fc
1787,Raúl Navas,es ESP,DF,Real Sociedad,es La Liga,29,1988,19.9,4,0,0,13,6,0,1,30,15,0,0,0,120,40,21,65.6,Matches,ad178594
1788,Badou Ndiaye,sn SEN,MF,Stoke City,eng Premier League,26,1990,12.6,5,0,0,24,21,2,4,13,28,0,1,0,85,10,9,52.6,Matches,960acc0a
1789,Wilfred Ndidi,ng NGA,MF,Leicester City,eng Premier League,20,1996,32.2,8,4,2,60,26,1,9,51,89,1,0,0,296,116,74,61.1,Matches,6b47c5db
1790,Merveille Ndockyt,cg CGO,MFFW,Getafe,es La Liga,19,1998,0.8,1,0,0,4,3,0,0,2,1,0,0,0,5,2,2,50.0,Matches,32b84cec
1791,Tanguy Ndombele,fr FRA,MF,Amiens,fr Ligue 1,20,1996,2.6,0,0,0,1,5,0,4,5,5,0,0,0,18,3,2,60.0,Matches,5cdddffa
1792,Tanguy Ndombele,fr FRA,MF,Lyon,fr Ligue 1,20,1996,26.1,5,0,0,34,70,0,6,36,39,1,0,0,207,17,8,68.0,Matches,5cdddffa
1793,Reiss Nelson,eng ENG,FWMF,Arsenal,eng Premier League,17,1999,1.6,0,0,0,0,2,0,1,3,3,0,0,0,10,1,0,100.0,Matches,c5bdb6e3
1794,Neto,br BRA,GK,Valencia,es La Liga,28,1989,33.0,2,0,0,0,4,0,0,1,1,0,0,0,22,6,0,100.0,Matches,a9dc785c
1795,Manuel Neuer,de GER,GK,Bayern Munich,de Bundesliga,31,1986,3.0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,,Matches,8778c910
1796,Neymar,br BRA,FW,Paris S-G,fr Ligue 1,25,1992,19.8,5,1,1,23,104,10,83,5,14,2,0,0,80,3,5,37.5,Matches,69384e5d
1797,Yeni Ngbakoto,cd COD,FWMF,Guingamp,fr Ligue 1,25,1992,6.4,1,0,0,9,10,1,25,9,10,0,0,0,21,6,13,31.6,Matches,813aae2f
1798,Santy Ngom,sn SEN,FWMF,Nantes,fr Ligue 1,24,1993,5.2,1,0,0,22,19,2,4,2,5,0,0,0,25,14,19,42.4,Matches,45076ff8
1799,Guy Ngosso,cm CMR,MF,Amiens,fr Ligue 1,32,1985,6.8,3,0,0,11,7,0,0,9,5,0,0,0,44,9,10,47.4,Matches,34cfec6b
1800,Julien Ngoy,be BEL,MF,Stoke City,eng Premier League,19,1997,0.2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,Matches,87449a74
1801,Opa Nguette,sn SEN,FWMF,Metz,fr Ligue 1,23,1994,11.4,3,0,0,20,20,2,12,18,22,1,0,0,65,19,17,52.8,Matches,75a63397
1802,Moussa Niakhate,fr FRA,DF,Metz,fr Ligue 1,21,1996,34.5,8,0,0,35,40,0,9,55,38,0,1,0,242,63,47,57.3,Matches,00242715
1803,Adama Niane,ml MLI,FW,Troyes,fr Ligue 1,24,1993,24.0,6,0,0,36,28,31,12,9,12,2,0,0,78,74,189,28.1,Matches,1ac3b888
1804,Ibrahima Niane,sn SEN,FWMF,Metz,fr Ligue 1,18,1999,9.4,1,0,0,14,28,2,15,4,5,0,0,0,44,28,36,43.8,Matches,46faabfa
1805,M'Baye Niang,sn SEN,FW,Torino,it Serie A,22,1994,17.0,5,0,0,41,34,15,38,13,23,0,0,0,92,37,59,38.5,Matches,2054d037
1806,Oumar Niasse,sn SEN,FW,Everton,eng Premier League,27,1990,12.1,2,0,0,31,15,20,7,2,6,1,0,0,27,34,67,33.7,Matches,af721f98
1807,Florian Niederlechner,de GER,FWMF,Freiburg,de Bundesliga,26,1990,7.7,1,0,0,16,21,9,3,3,6,1,0,0,24,10,24,29.4,Matches,d6862409
1808,Saúl Ñíguez,es ESP,MF,Atlético Madrid,es La Liga,22,1994,35.1,9,0,0,67,35,5,19,55,90,1,0,0,237,75,97,43.6,Matches,c14bc029
1809,Casimir Ninga,td CHA,FWMF,Montpellier,fr Ligue 1,24,1993,14.3,1,0,0,32,10,15,21,4,7,0,0,0,39,21,48,30.4,Matches,91f2da4c
1810,Benjamin Nivet,fr FRA,MFFW,Troyes,fr Ligue 1,40,1977,15.2,0,0,0,23,24,1,30,16,14,0,0,0,79,16,24,40.0,Matches,1ec4e202
1811,Eddie Nketiah,eng ENG,FW,Arsenal,eng Premier League,18,1999,0.2,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,,Matches,a53649b7
1812,Jordan Nkololo,cd COD,MFFW,Caen,fr Ligue 1,24,1992,4.7,0,0,0,5,10,2,20,1,6,0,0,0,29,3,11,21.4,Matches,bf354e77
1813,Nicolas Nkoulou,cm CMR,DF,Torino,it Serie A,27,1990,36.2,4,0,0,43,28,0,1,57,40,0,2,0,257,76,57,57.1,Matches,93cf32a8
1814,Christopher Nkunku,fr FRA,FWMF,Paris S-G,fr Ligue 1,19,1997,7.0,0,0,0,12,9,2,10,5,2,0,0,0,31,4,4,50.0,Matches,7c56da38
1815,Lukas Nmecha,de GER,FW,Manchester City,eng Premier League,18,1998,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches,0cc5f4a5
1816,Mark Noble,eng ENG,MF,West Ham,eng Premier League,30,1987,26.7,6,0,0,28,46,2,23,47,36,0,0,0,222,10,14,41.7,Matches,ff527768
1817,Vincent Nogueira,fr FRA,MF,Strasbourg,fr Ligue 1,29,1988,0.7,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,,Matches,268c3cfc
1818,Nolito,es ESP,FWMF,Sevilla,es La Liga,30,1986,17.8,4,0,0,17,24,20,27,10,36,0,0,0,97,13,19,40.6,Matches,b2d0ec1b
1819,Håvard Nordtveit,no NOR,DF,Hoffenheim,de Bundesliga,27,1990,10.8,0,0,0,10,7,0,0,10,16,0,0,0,35,13,5,72.2,Matches,6cafd68d
1820,Paul-Georges Ntep,cm CMR,FWMF,Saint-Étienne,fr Ligue 1,25,1992,5.7,2,0,0,6,13,2,17,3,8,0,0,0,21,5,8,38.5,Matches,81aeb1dd
1821,Paul-Georges Ntep,cm CMR,FWMF,Wolfsburg,de Bundesliga,25,1992,1.8,2,1,1,7,5,1,8,1,2,0,0,0,10,0,4,0.0,Matches,81aeb1dd
1822,Alexander Nübel,de GER,GK,Schalke 04,de Bundesliga,20,1996,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches,afb0c500
1823,Unai Núñez,es ESP,DF,Athletic Club,es La Liga,20,1997,32.7,11,0,0,42,24,0,3,67,52,0,0,0,172,70,43,61.9,Matches,be170419
1824,Bram Nuytinck,nl NED,DF,Udinese,it Serie A,27,1990,26.2,2,0,0,28,5,0,3,37,41,0,0,0,101,53,33,61.6,Matches,e33f36d5
1825,Simeon Nwankwo,ng NGA,FW,Crotone,it Serie A,25,1992,13.5,1,0,0,29,28,10,3,1,9,0,0,0,46,52,50,51.0,Matches,80dbbd10
1826,Gerzino Nyamsi,fr FRA,DF,Rennes,fr Ligue 1,20,1997,3.0,0,0,0,3,1,0,0,3,2,0,0,0,13,13,3,81.3,Matches,6043997c
1827,Allan Nyom,cm CMR,DF,West Brom,eng Premier League,29,1988,25.7,7,0,0,20,20,0,88,27,39,0,1,0,147,21,19,52.5,Matches,97572117
1828,Steven Nzonzi,fr FRA,MF,Sevilla,es La Liga,28,1988,24.6,2,0,0,31,13,2,10,28,26,0,0,0,186,101,23,81.5,Matches,c7526c18
1829,Aiden O'Neill,au AUS,MF,Burnley,eng Premier League,19,1998,0.0,0,0,,0,,,,,,,,,,,,,Matches,c7aee75b
1830,Michael Obafemi,ie IRL,FW,Southampton,eng Premier League,17,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,Matches,caa1a7f0
1831,Joel Obi,ng NGA,MF,Torino,it Serie A,26,1991,13.9,3,0,0,27,22,2,16,24,25,0,0,0,83,23,34,40.4,Matches,614c38fb
1832,Johann Obiang,ga GAB,DF,Troyes,fr Ligue 1,24,1993,5.2,1,0,0,7,5,0,19,7,9,0,0,0,17,5,11,31.3,Matches,c3512013
1833,Pedro Obiang,gq EQG,MF,West Ham,eng Premier League,25,1992,17.4,3,0,0,27,24,0,8,24,34,0,0,0,124,20,26,43.5,Matches,ba1e04b3
1834,Jan Oblak,si SVN,GK,Atlético Madrid,es La Liga,24,1993,37.0,1,0,0,2,3,0,0,2,0,0,1,0,36,4,1,80.0,Matches,ee8508c0
1835,Lucas Ocampos,ar ARG,FW,Marseille,fr Ligue 1,23,1994,22.6,6,1,0,37,47,5,26,30,57,1,1,0,148,39,70,35.8,Matches,a08b974a
1836,Philipp Ochs,de GER,FWDF,Hoffenheim,de Bundesliga,20,1997,0.8,0,0,0,0,0,1,3,1,4,0,0,0,4,1,1,50.0,Matches,78952998
1837,Bastian Oczipka,de GER,DFMF,Schalke 04,de Bundesliga,28,1989,25.8,2,0,0,20,52,2,164,40,48,0,1,0,127,13,25,34.2,Matches,d1661819
1838,Álvaro Odriozola,es ESP,DF,Real Sociedad,es La Liga,21,1995,32.4,3,1,1,25,31,9,155,26,27,0,1,0,178,5,29,14.7,Matches,1d1691ad
1839,Ebenezer Ofori,gh GHA,MF,Stuttgart,de Bundesliga,22,1995,0.1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,,Matches,a5d77c4e
1840,Angelo Ogbonna,it ITA,DF,West Ham,eng Premier League,29,1988,32.0,3,0,0,15,17,0,2,58,24,0,1,0,135,79,71,52.7,Matches,74b2cd7e
1841,Marios Oikonomou,gr GRE,DF,SPAL,it Serie A,24,1992,1.9,1,2,1,4,0,0,0,4,3,0,0,0,5,1,1,50.0,Matches,3b9858f5
1842,Stefano Okaka,it ITA,FW,Watford,eng Premier League,27,1989,5.0,2,0,0,21,9,4,1,0,4,0,0,0,23,22,28,44.0,Matches,601ef102
1843,Shinji Okazaki,jp JPN,FWMF,Leicester City,eng Premier League,31,1986,14.7,2,0,0,20,28,9,6,8,16,0,0,0,66,30,58,34.1,Matches,68796d61
1844,Orji Okwonkwo,ng NGA,FWMF,Bologna,it Serie A,19,1998,2.9,2,0,0,5,1,4,5,1,3,0,0,0,9,3,5,37.5,Matches,905a4f61
1845,Kwasi Okyere Wriedt,gh GHA,MF,Bayern Munich,de Bundesliga,23,1994,0.3,0,0,0,0,0,0,1,0,2,0,0,0,1,0,2,0.0,Matches,7124239e
1846,Oier Olazábal,es ESP,GK,Levante,es La Liga,27,1989,26.0,2,0,0,2,4,0,0,1,0,0,1,0,20,3,1,75.0,Matches,b5bdf144
1847,Paulo Oliveira,pt POR,DF,Eibar,es La Liga,25,1992,24.6,3,0,0,15,12,0,1,62,22,0,0,1,115,70,62,53.0,Matches,a8fbae1d
1848,Mathías Olivera,uy URU,MF,Getafe,es La Liga,19,1997,1.1,0,0,0,2,0,0,1,1,1,0,0,0,9,6,11,35.3,Matches,41c12f75
1849,Maximiliano Olivera,uy URU,DF,Fiorentina,it Serie A,25,1992,4.6,1,0,0,9,4,1,19,11,9,0,0,0,17,6,3,66.7,Matches,32a33c68
1850,Paweł Olkowski,pl POL,DF,Köln,de Bundesliga,27,1990,5.0,1,0,0,9,4,0,15,3,12,0,1,0,22,2,8,20.0,Matches,896c126c
1851,Martin Olsson,se SWE,DF,Swansea City,eng Premier League,29,1988,35.0,7,0,0,27,25,2,163,31,26,0,2,0,155,46,34,57.5,Matches,2f72f79e
1852,Michael Olunga,ke KEN,FWMF,Girona,es La Liga,23,1994,4.8,0,0,0,12,2,7,3,3,5,0,0,0,20,20,23,46.5,Matches,48593154
1853,Stephane Omeonga,be BEL,MFDF,Genoa,it Serie A,21,1996,8.9,2,1,0,16,9,0,15,5,15,0,0,0,59,8,13,38.1,Matches,72c803a0
1854,Prince Oniangué,cg CGO,MF,Angers,fr Ligue 1,28,1988,11.7,1,1,1,14,16,1,3,11,11,0,0,0,46,39,55,41.5,Matches,9e27e5de
